customer_id,customer_name,city,state,registration_date,customer_segment
93312,Customer_93312,Chicago,FL,2023-12-15,VIP
93313,Customer_93313,Houston,FL,2023-11-08,Premium
93314,Customer_93314,Atlanta,WA,2023-03-14,Premium
93315,Customer_93315,Chicago,CA,2023-11-03,Standard
93316,Customer_93316,Atlanta,NC,2022-09-22,VIP
93317,Customer_93317,Charlotte,GA,2023-08-19,Premium
93318,Customer_93318,New York,GA,2022-01-22,Premium
93319,Customer_93319,Miami,CA,2022-09-07,Premium
93320,Customer_93320,Detroit,CA,2023-03-19,Premium
93321,Customer_93321,Los Angeles,IL,2023-12-31,VIP
93322,Customer_93322,Detroit,GA,2022-12-02,VIP
93323,Customer_93323,Charlotte,OH,2023-04-07,VIP
93324,Customer_93324,Detroit,TX,2022-03-19,Standard
93325,Customer_93325,Atlanta,TX,2023-03-10,Premium
93326,Customer_93326,New York,NY,2023-06-25,VIP
93327,Customer_93327,Seattle,CA,2023-06-16,Standard
93328,Customer_93328,Chicago,FL,2023-09-04,Standard
93329,Customer_93329,Chicago,NC,2023-05-17,VIP
93330,Customer_93330,Houston,NC,2022-06-01,Standard
93331,Customer_93331,Los Angeles,TX,2023-08-28,Premium
93332,Customer_93332,Seattle,IL,2023-10-29,Standard
93333,Customer_93333,Seattle,NY,2022-08-15,Standard
93334,Customer_93334,Chicago,NC,2022-03-15,VIP
93335,Customer_93335,Charlotte,OH,2023-09-08,Premium
93336,Customer_93336,Detroit,IL,2022-01-31,Premium
93337,Customer_93337,Charlotte,CA,2022-03-19,VIP
93338,Customer_93338,Detroit,GA,2022-02-09,VIP
93339,Customer_93339,Los Angeles,CA,2022-03-27,VIP
93340,Customer_93340,Columbus,CA,2023-07-10,VIP
93341,Customer_93341,Seattle,IL,2022-12-24,Premium
93342,Customer_93342,Houston,TX,2022-12-28,VIP
93343,Customer_93343,Miami,NC,2022-10-06,Standard
93344,Customer_93344,Miami,NC,2022-01-12,Premium
93345,Customer_93345,Miami,MI,2023-01-19,Standard
93346,Customer_93346,Columbus,WA,2023-05-12,Premium
93347,Customer_93347,Miami,MI,2022-09-23,VIP
93348,Customer_93348,Detroit,FL,2022-10-21,VIP
93349,Customer_93349,Seattle,WA,2023-06-13,Premium
93350,Customer_93350,Los Angeles,WA,2023-05-13,Premium
93351,Customer_93351,Atlanta,GA,2022-01-24,VIP
93352,Customer_93352,Miami,IL,2022-08-14,Standard
93353,Customer_93353,Houston,FL,2023-07-23,Premium
93354,Customer_93354,Charlotte,GA,2022-03-29,Standard
93355,Customer_93355,New York,WA,2023-12-13,VIP
93356,Customer_93356,Atlanta,OH,2023-05-24,Standard
93357,Customer_93357,Seattle,WA,2022-04-10,Premium
93358,Customer_93358,Seattle,NY,2023-05-11,VIP
93359,Customer_93359,Detroit,GA,2022-10-02,VIP
93360,Customer_93360,Seattle,NC,2023-05-11,VIP
93361,Customer_93361,New York,CA,2022-10-25,Premium
93362,Customer_93362,Columbus,TX,2023-09-08,Standard
93363,Customer_93363,Atlanta,MI,2022-01-23,VIP
93364,Customer_93364,Atlanta,GA,2023-05-01,VIP
93365,Customer_93365,Detroit,TX,2023-09-20,VIP
93366,Customer_93366,Columbus,IL,2022-07-06,Standard
93367,Customer_93367,Columbus,IL,2022-09-07,Standard
93368,Customer_93368,Chicago,CA,2022-05-26,Premium
93369,Customer_93369,Miami,MI,2023-06-23,Premium
93370,Customer_93370,Miami,MI,2023-01-14,Premium
93371,Customer_93371,New York,OH,2022-07-27,VIP
93372,Customer_93372,Miami,FL,2022-08-29,Standard
93373,Customer_93373,Columbus,TX,2023-05-11,VIP
93374,Customer_93374,New York,TX,2022-09-12,Standard
93375,Customer_93375,Columbus,IL,2023-02-11,VIP
93376,Customer_93376,Charlotte,WA,2022-05-30,VIP
93377,Customer_93377,Detroit,CA,2022-07-23,Standard
93378,Customer_93378,Houston,WA,2022-01-26,VIP
93379,Customer_93379,Atlanta,WA,2023-12-11,Premium
93380,Customer_93380,Chicago,FL,2022-12-05,Premium
93381,Customer_93381,Detroit,OH,2023-04-01,Premium
93382,Customer_93382,Detroit,WA,2023-02-15,VIP
93383,Customer_93383,Detroit,NY,2022-06-04,VIP
93384,Customer_93384,Miami,IL,2023-12-06,Premium
93385,Customer_93385,Atlanta,WA,2022-02-21,Premium
93386,Customer_93386,Detroit,NY,2023-12-21,VIP
93387,Customer_93387,Los Angeles,MI,2023-04-19,VIP
93388,Customer_93388,Columbus,FL,2022-06-20,Premium
93389,Customer_93389,Charlotte,IL,2023-01-31,Standard
93390,Customer_93390,Columbus,FL,2023-02-21,VIP
93391,Customer_93391,Charlotte,FL,2023-09-10,Premium
93392,Customer_93392,Columbus,NC,2022-09-06,Premium
93393,Customer_93393,New York,NY,2022-05-06,Premium
93394,Customer_93394,Chicago,WA,2023-06-30,Standard
93395,Customer_93395,Miami,MI,2023-01-10,Standard
93396,Customer_93396,Detroit,CA,2023-05-28,Standard
93397,Customer_93397,Atlanta,WA,2022-12-14,VIP
93398,Customer_93398,Detroit,OH,2022-06-27,Standard
93399,Customer_93399,Charlotte,IL,2023-12-22,Standard
93400,Customer_93400,Charlotte,NC,2023-10-29,VIP
93401,Customer_93401,Houston,OH,2022-04-14,Premium
93402,Customer_93402,Houston,WA,2023-06-18,VIP
93403,Customer_93403,Chicago,FL,2023-03-22,Standard
93404,Customer_93404,New York,MI,2022-05-26,Standard
93405,Customer_93405,Miami,CA,2023-01-14,VIP
93406,Customer_93406,Houston,TX,2022-08-16,Premium
93407,Customer_93407,Seattle,MI,2023-09-08,VIP
93408,Customer_93408,Los Angeles,IL,2023-01-02,VIP
93409,Customer_93409,Chicago,FL,2023-02-04,VIP
93410,Customer_93410,Miami,CA,2022-08-07,Premium
93411,Customer_93411,Los Angeles,NC,2023-08-18,Premium
93412,Customer_93412,Miami,MI,2022-09-28,Standard
93413,Customer_93413,Columbus,WA,2023-11-27,VIP
93414,Customer_93414,Houston,NC,2023-07-05,Premium
93415,Customer_93415,Chicago,WA,2023-05-19,Standard
93416,Customer_93416,Atlanta,WA,2022-10-16,Standard
93417,Customer_93417,Houston,FL,2022-07-10,Standard
93418,Customer_93418,Houston,IL,2022-05-17,VIP
93419,Customer_93419,Atlanta,MI,2022-09-18,Premium
93420,Customer_93420,Houston,WA,2022-07-28,VIP
93421,Customer_93421,New York,CA,2022-10-27,VIP
93422,Customer_93422,New York,GA,2023-08-23,Premium
93423,Customer_93423,Atlanta,NY,2022-02-28,Standard
93424,Customer_93424,Seattle,NY,2023-08-28,VIP
93425,Customer_93425,Detroit,CA,2022-07-25,Premium
93426,Customer_93426,Houston,TX,2022-09-18,VIP
93427,Customer_93427,Detroit,GA,2022-05-26,VIP
93428,Customer_93428,Detroit,TX,2023-01-31,Premium
93429,Customer_93429,Los Angeles,NY,2023-08-22,Premium
93430,Customer_93430,Seattle,WA,2022-06-10,Premium
93431,Customer_93431,Charlotte,GA,2023-02-24,Premium
93432,Customer_93432,Seattle,FL,2022-08-15,Standard
93433,Customer_93433,Los Angeles,WA,2022-11-11,Premium
93434,Customer_93434,Seattle,FL,2022-09-18,Premium
93435,Customer_93435,Charlotte,NC,2022-11-03,Standard
93436,Customer_93436,Seattle,MI,2023-07-29,VIP
93437,Customer_93437,Houston,WA,2022-08-04,Standard
93438,Customer_93438,New York,NC,2022-01-07,Premium
93439,Customer_93439,Atlanta,IL,2022-09-15,Standard
93440,Customer_93440,New York,OH,2022-04-25,Standard
93441,Customer_93441,Columbus,IL,2022-01-19,VIP
93442,Customer_93442,Houston,OH,2023-01-15,Premium
93443,Customer_93443,Chicago,OH,2022-11-12,VIP
93444,Customer_93444,Houston,FL,2022-12-12,Premium
93445,Customer_93445,Houston,WA,2023-11-03,VIP
93446,Customer_93446,Columbus,GA,2023-06-27,Standard
93447,Customer_93447,Columbus,GA,2023-09-18,Standard
93448,Customer_93448,Columbus,CA,2023-02-04,VIP
93449,Customer_93449,Miami,MI,2022-01-12,Premium
93450,Customer_93450,Atlanta,FL,2022-03-13,Premium
93451,Customer_93451,Charlotte,FL,2023-09-02,Premium
93452,Customer_93452,Los Angeles,TX,2022-08-19,Standard
93453,Customer_93453,Columbus,FL,2023-10-15,Standard
93454,Customer_93454,Atlanta,CA,2023-04-10,Standard
93455,Customer_93455,New York,FL,2023-05-18,Standard
93456,Customer_93456,Seattle,FL,2022-06-23,Premium
93457,Customer_93457,Chicago,NC,2023-07-19,VIP
93458,Customer_93458,Miami,NC,2023-02-03,Premium
93459,Customer_93459,Miami,NC,2023-05-27,Standard
93460,Customer_93460,Detroit,FL,2022-11-21,VIP
93461,Customer_93461,Seattle,NC,2023-10-20,Standard
93462,Customer_93462,Los Angeles,MI,2023-03-21,VIP
93463,Customer_93463,Los Angeles,GA,2023-02-18,Premium
93464,Customer_93464,Miami,TX,2023-07-05,VIP
93465,Customer_93465,Houston,IL,2022-01-25,VIP
93466,Customer_93466,Chicago,IL,2023-05-19,Premium
93467,Customer_93467,Detroit,MI,2022-07-19,VIP
93468,Customer_93468,Detroit,CA,2022-11-14,VIP
93469,Customer_93469,Chicago,WA,2022-12-13,VIP
93470,Customer_93470,Los Angeles,MI,2023-12-15,Standard
93471,Customer_93471,Chicago,WA,2023-12-07,Standard
93472,Customer_93472,Seattle,FL,2023-04-16,Standard
93473,Customer_93473,Miami,IL,2022-05-08,VIP
93474,Customer_93474,Detroit,GA,2022-01-24,VIP
93475,Customer_93475,New York,FL,2023-04-21,Premium
93476,Customer_93476,Detroit,OH,2022-04-18,Premium
93477,Customer_93477,Charlotte,CA,2023-04-15,VIP
93478,Customer_93478,Charlotte,TX,2023-06-10,VIP
93479,Customer_93479,Charlotte,IL,2022-01-23,VIP
93480,Customer_93480,Charlotte,FL,2023-02-23,Standard
93481,Customer_93481,Detroit,IL,2022-12-27,VIP
93482,Customer_93482,Columbus,NY,2022-11-28,Premium
93483,Customer_93483,New York,NC,2022-02-08,Standard
93484,Customer_93484,Columbus,GA,2022-06-26,Premium
93485,Customer_93485,Los Angeles,WA,2023-03-14,VIP
93486,Customer_93486,Seattle,IL,2022-11-07,VIP
93487,Customer_93487,Seattle,OH,2023-05-03,VIP
93488,Customer_93488,Chicago,CA,2022-05-18,Standard
93489,Customer_93489,Columbus,OH,2022-05-17,Standard
93490,Customer_93490,Houston,WA,2022-07-26,VIP
93491,Customer_93491,Columbus,MI,2022-03-20,Premium
93492,Customer_93492,Seattle,MI,2022-09-25,Standard
93493,Customer_93493,Houston,CA,2023-02-27,Standard
93494,Customer_93494,Seattle,CA,2023-11-29,VIP
93495,Customer_93495,Los Angeles,NY,2022-10-28,Standard
93496,Customer_93496,New York,TX,2022-06-07,Standard
93497,Customer_93497,Detroit,GA,2022-02-17,VIP
93498,Customer_93498,Miami,OH,2022-06-05,Standard
93499,Customer_93499,Chicago,NY,2022-01-14,Standard
93500,Customer_93500,Houston,TX,2023-04-02,Premium
93501,Customer_93501,Miami,CA,2023-02-09,Premium
93502,Customer_93502,New York,MI,2023-01-02,VIP
93503,Customer_93503,Atlanta,FL,2023-05-15,VIP
93504,Customer_93504,Chicago,IL,2023-08-11,VIP
93505,Customer_93505,Los Angeles,TX,2023-03-17,VIP
93506,Customer_93506,Miami,TX,2023-02-09,Premium
93507,Customer_93507,Detroit,IL,2023-04-12,Standard
93508,Customer_93508,New York,NY,2022-12-24,Standard
93509,Customer_93509,Charlotte,NC,2023-06-19,Standard
93510,Customer_93510,Chicago,WA,2022-03-24,Premium
93511,Customer_93511,Seattle,NC,2023-12-09,Standard
93512,Customer_93512,Charlotte,TX,2022-07-31,Premium
93513,Customer_93513,Charlotte,NY,2022-11-03,VIP
93514,Customer_93514,Houston,WA,2022-08-22,Premium
93515,Customer_93515,Charlotte,NY,2022-10-31,VIP
93516,Customer_93516,Miami,MI,2023-12-11,Premium
93517,Customer_93517,Los Angeles,NC,2022-10-05,VIP
93518,Customer_93518,Atlanta,IL,2023-04-20,VIP
93519,Customer_93519,New York,NY,2023-03-29,Standard
93520,Customer_93520,Detroit,CA,2023-01-25,Standard
93521,Customer_93521,Miami,NC,2022-06-22,Standard
93522,Customer_93522,Houston,MI,2022-08-26,Standard
93523,Customer_93523,Charlotte,IL,2023-02-11,VIP
93524,Customer_93524,Chicago,IL,2023-12-25,VIP
93525,Customer_93525,New York,OH,2023-12-16,Premium
93526,Customer_93526,Miami,TX,2023-08-06,Standard
93527,Customer_93527,Chicago,MI,2023-01-30,Standard
93528,Customer_93528,Seattle,WA,2023-02-22,Standard
93529,Customer_93529,Atlanta,WA,2023-11-21,Standard
93530,Customer_93530,Charlotte,NY,2022-09-11,VIP
93531,Customer_93531,Charlotte,CA,2023-04-03,Premium
93532,Customer_93532,Los Angeles,NC,2023-07-17,Premium
93533,Customer_93533,Los Angeles,WA,2023-03-14,Premium
93534,Customer_93534,Houston,OH,2022-05-03,VIP
93535,Customer_93535,Atlanta,MI,2022-07-06,Standard
93536,Customer_93536,Chicago,WA,2022-01-06,Standard
93537,Customer_93537,Detroit,GA,2022-09-25,Standard
93538,Customer_93538,Seattle,IL,2022-12-28,VIP
93539,Customer_93539,Atlanta,NC,2023-09-30,VIP
93540,Customer_93540,Miami,TX,2023-05-21,Premium
93541,Customer_93541,Charlotte,TX,2023-05-24,Premium
93542,Customer_93542,Detroit,CA,2023-02-24,Premium
93543,Customer_93543,Miami,TX,2023-05-09,VIP
93544,Customer_93544,Detroit,TX,2023-10-20,VIP
93545,Customer_93545,Detroit,OH,2022-09-16,Premium
93546,Customer_93546,Chicago,CA,2022-02-28,VIP
93547,Customer_93547,Seattle,OH,2022-09-16,Standard
93548,Customer_93548,Seattle,MI,2023-09-27,Standard
93549,Customer_93549,Atlanta,CA,2022-12-23,Premium
93550,Customer_93550,Charlotte,TX,2022-02-01,Premium
93551,Customer_93551,Los Angeles,NC,2023-02-10,Standard
93552,Customer_93552,Houston,NC,2023-10-21,Premium
93553,Customer_93553,Columbus,NC,2023-09-05,Premium
93554,Customer_93554,Houston,FL,2022-06-20,VIP
93555,Customer_93555,Chicago,TX,2022-12-24,Standard
93556,Customer_93556,Miami,IL,2022-03-29,Standard
93557,Customer_93557,Chicago,OH,2023-09-11,Premium
93558,Customer_93558,Houston,NY,2023-11-14,VIP
93559,Customer_93559,Houston,GA,2022-05-08,VIP
93560,Customer_93560,Detroit,GA,2022-03-30,VIP
93561,Customer_93561,Atlanta,GA,2022-12-22,Premium
93562,Customer_93562,Houston,NC,2023-11-08,Premium
93563,Customer_93563,Atlanta,NC,2023-01-18,Standard
93564,Customer_93564,Chicago,NY,2023-03-16,Premium
93565,Customer_93565,Los Angeles,NC,2022-12-18,Premium
93566,Customer_93566,New York,IL,2022-07-01,Standard
93567,Customer_93567,Columbus,WA,2023-09-24,VIP
93568,Customer_93568,Los Angeles,GA,2022-05-25,Standard
93569,Customer_93569,New York,NC,2023-04-12,Standard
93570,Customer_93570,Los Angeles,IL,2023-11-16,Premium
93571,Customer_93571,Detroit,NY,2023-07-23,VIP
93572,Customer_93572,Columbus,GA,2022-05-08,Premium
93573,Customer_93573,New York,WA,2023-10-08,Premium
93574,Customer_93574,Detroit,IL,2022-07-14,Premium
93575,Customer_93575,Houston,TX,2023-02-19,Standard
93576,Customer_93576,Columbus,WA,2022-05-28,Standard
93577,Customer_93577,Los Angeles,OH,2022-09-22,Standard
93578,Customer_93578,Miami,OH,2023-11-29,Standard
93579,Customer_93579,Columbus,NY,2023-07-17,VIP
93580,Customer_93580,New York,TX,2022-01-12,Standard
93581,Customer_93581,Miami,FL,2023-12-26,Premium
93582,Customer_93582,Charlotte,TX,2022-09-30,Standard
93583,Customer_93583,Columbus,TX,2023-03-20,Premium
93584,Customer_93584,Houston,TX,2023-05-08,Premium
93585,Customer_93585,Houston,WA,2023-04-26,VIP
93586,Customer_93586,Miami,NY,2023-09-16,Premium
93587,Customer_93587,Miami,NY,2022-08-13,Premium
93588,Customer_93588,Atlanta,OH,2022-07-23,Standard
93589,Customer_93589,Seattle,TX,2023-07-24,Premium
93590,Customer_93590,Seattle,CA,2022-08-31,Premium
93591,Customer_93591,Atlanta,TX,2023-08-21,Premium
93592,Customer_93592,Atlanta,WA,2022-12-14,Standard
93593,Customer_93593,Atlanta,NY,2022-02-25,Premium
93594,Customer_93594,Los Angeles,MI,2022-06-04,Premium
93595,Customer_93595,Atlanta,MI,2023-10-03,VIP
93596,Customer_93596,Chicago,CA,2023-04-20,Premium
93597,Customer_93597,Houston,TX,2023-07-28,Premium
93598,Customer_93598,Columbus,GA,2023-01-31,Premium
93599,Customer_93599,New York,IL,2023-11-09,Standard
93600,Customer_93600,Detroit,MI,2022-06-10,Standard
93601,Customer_93601,Detroit,NY,2023-11-23,VIP
93602,Customer_93602,Seattle,IL,2023-01-30,Standard
93603,Customer_93603,Miami,GA,2022-07-26,Premium
93604,Customer_93604,Los Angeles,MI,2023-11-24,Premium
93605,Customer_93605,Seattle,WA,2022-04-21,Standard
93606,Customer_93606,Houston,WA,2022-09-28,Premium
93607,Customer_93607,Miami,TX,2022-04-02,Standard
93608,Customer_93608,Miami,CA,2022-08-22,VIP
93609,Customer_93609,Atlanta,NY,2022-11-21,Standard
93610,Customer_93610,Columbus,MI,2022-02-04,VIP
93611,Customer_93611,Charlotte,FL,2022-07-17,VIP
93612,Customer_93612,Columbus,CA,2023-12-07,VIP
93613,Customer_93613,Charlotte,IL,2023-09-13,Premium
93614,Customer_93614,Los Angeles,GA,2023-04-07,Premium
93615,Customer_93615,Miami,FL,2023-06-21,VIP
93616,Customer_93616,Los Angeles,TX,2022-11-17,VIP
93617,Customer_93617,Seattle,NY,2022-03-25,Standard
93618,Customer_93618,New York,CA,2022-11-03,Premium
93619,Customer_93619,Detroit,OH,2022-03-14,VIP
93620,Customer_93620,Charlotte,FL,2022-06-30,VIP
93621,Customer_93621,Miami,FL,2022-01-17,Standard
93622,Customer_93622,Miami,MI,2022-03-10,VIP
93623,Customer_93623,Seattle,WA,2022-03-17,Standard
93624,Customer_93624,Chicago,NC,2023-08-19,VIP
93625,Customer_93625,Seattle,NC,2022-01-25,Standard
93626,Customer_93626,Charlotte,GA,2023-01-30,Standard
93627,Customer_93627,Seattle,FL,2023-05-21,VIP
93628,Customer_93628,Seattle,IL,2023-05-14,Standard
93629,Customer_93629,Miami,IL,2022-08-24,Premium
93630,Customer_93630,Columbus,WA,2023-03-04,VIP
93631,Customer_93631,Miami,IL,2023-07-12,Standard
93632,Customer_93632,Chicago,MI,2022-11-23,VIP
93633,Customer_93633,Miami,MI,2022-06-29,VIP
93634,Customer_93634,Charlotte,GA,2023-11-24,Standard
93635,Customer_93635,Seattle,NC,2022-08-30,Standard
93636,Customer_93636,Detroit,OH,2023-04-11,Standard
93637,Customer_93637,Seattle,GA,2023-10-20,VIP
93638,Customer_93638,Chicago,NY,2022-11-14,VIP
93639,Customer_93639,Charlotte,WA,2023-04-21,Standard
93640,Customer_93640,Chicago,OH,2023-03-02,Standard
93641,Customer_93641,Atlanta,NY,2022-05-05,Standard
93642,Customer_93642,Seattle,NY,2022-04-29,VIP
93643,Customer_93643,Seattle,FL,2022-12-09,Premium
93644,Customer_93644,Houston,GA,2022-12-17,VIP
93645,Customer_93645,Charlotte,CA,2023-06-29,VIP
93646,Customer_93646,Detroit,GA,2022-10-17,Standard
93647,Customer_93647,Houston,FL,2023-08-22,VIP
93648,Customer_93648,Charlotte,NY,2023-11-15,Standard
93649,Customer_93649,New York,GA,2023-05-05,Premium
93650,Customer_93650,Atlanta,MI,2022-07-15,Standard
93651,Customer_93651,Columbus,CA,2023-06-04,Standard
93652,Customer_93652,Houston,MI,2022-11-07,VIP
93653,Customer_93653,Columbus,IL,2022-01-10,Premium
93654,Customer_93654,Atlanta,IL,2022-01-04,Premium
93655,Customer_93655,Miami,IL,2023-06-16,Standard
93656,Customer_93656,Charlotte,FL,2022-04-24,VIP
93657,Customer_93657,Atlanta,CA,2022-03-18,Standard
93658,Customer_93658,Detroit,GA,2022-03-05,Premium
93659,Customer_93659,New York,WA,2023-01-01,Standard
93660,Customer_93660,Seattle,CA,2022-05-25,Premium
93661,Customer_93661,Los Angeles,FL,2022-04-04,Standard
93662,Customer_93662,Los Angeles,FL,2022-06-21,Premium
93663,Customer_93663,Detroit,FL,2022-09-28,Standard
93664,Customer_93664,Los Angeles,MI,2022-01-22,Premium
93665,Customer_93665,Columbus,NY,2023-11-14,Standard
93666,Customer_93666,Columbus,GA,2023-05-06,Standard
93667,Customer_93667,Los Angeles,IL,2023-03-10,Standard
93668,Customer_93668,Chicago,CA,2023-02-27,Premium
93669,Customer_93669,Chicago,OH,2023-05-09,Premium
93670,Customer_93670,Seattle,NC,2023-06-20,Standard
93671,Customer_93671,Miami,GA,2023-01-23,Standard
93672,Customer_93672,New York,WA,2023-12-20,Standard
93673,Customer_93673,Miami,OH,2022-04-14,Premium
93674,Customer_93674,Chicago,IL,2023-09-21,Standard
93675,Customer_93675,Houston,WA,2023-06-29,Standard
93676,Customer_93676,New York,NY,2023-02-03,Premium
93677,Customer_93677,Seattle,OH,2023-01-26,Premium
93678,Customer_93678,Detroit,GA,2022-10-24,Standard
93679,Customer_93679,Miami,NC,2022-12-28,Standard
93680,Customer_93680,Columbus,OH,2022-07-26,Premium
93681,Customer_93681,Seattle,FL,2022-09-07,VIP
93682,Customer_93682,Atlanta,WA,2023-06-14,VIP
93683,Customer_93683,Chicago,WA,2022-07-24,VIP
93684,Customer_93684,Seattle,OH,2023-04-12,VIP
93685,Customer_93685,Charlotte,IL,2022-08-21,VIP
93686,Customer_93686,Chicago,FL,2022-07-28,VIP
93687,Customer_93687,Charlotte,GA,2022-05-06,Premium
93688,Customer_93688,Houston,FL,2022-02-16,Standard
93689,Customer_93689,Charlotte,GA,2023-03-26,VIP
93690,Customer_93690,New York,FL,2023-10-07,Standard
93691,Customer_93691,Atlanta,TX,2022-11-05,Premium
93692,Customer_93692,Los Angeles,NC,2023-03-25,Standard
93693,Customer_93693,Charlotte,TX,2023-02-14,VIP
93694,Customer_93694,Columbus,FL,2022-01-26,Standard
93695,Customer_93695,Detroit,TX,2022-07-17,VIP
93696,Customer_93696,Los Angeles,NC,2022-03-30,VIP
93697,Customer_93697,Los Angeles,NY,2022-02-10,Standard
93698,Customer_93698,Atlanta,IL,2023-04-26,Standard
93699,Customer_93699,Charlotte,CA,2023-03-31,Premium
93700,Customer_93700,New York,GA,2023-04-14,VIP
93701,Customer_93701,Houston,IL,2022-07-15,Premium
93702,Customer_93702,New York,CA,2023-10-23,Standard
93703,Customer_93703,Los Angeles,MI,2023-01-12,Standard
93704,Customer_93704,New York,OH,2022-09-10,Premium
93705,Customer_93705,Atlanta,OH,2022-08-30,Standard
93706,Customer_93706,New York,TX,2023-08-15,VIP
93707,Customer_93707,Charlotte,MI,2023-02-24,VIP
93708,Customer_93708,Los Angeles,MI,2022-09-28,Premium
93709,Customer_93709,Seattle,OH,2022-03-23,Standard
93710,Customer_93710,Seattle,FL,2022-10-04,Standard
93711,Customer_93711,Seattle,TX,2022-11-13,VIP
93712,Customer_93712,Columbus,FL,2022-04-03,Standard
93713,Customer_93713,Los Angeles,NC,2022-06-18,Premium
93714,Customer_93714,Charlotte,MI,2023-05-08,Standard
93715,Customer_93715,Chicago,NC,2023-01-14,Premium
93716,Customer_93716,Atlanta,WA,2023-05-07,VIP
93717,Customer_93717,New York,FL,2023-08-06,VIP
93718,Customer_93718,Chicago,CA,2023-07-03,Standard
93719,Customer_93719,Columbus,MI,2023-07-20,Standard
93720,Customer_93720,Houston,IL,2022-01-15,Standard
93721,Customer_93721,Columbus,OH,2022-06-29,Standard
93722,Customer_93722,Columbus,GA,2023-04-14,Standard
93723,Customer_93723,Detroit,IL,2022-05-24,VIP
93724,Customer_93724,New York,WA,2022-02-28,Premium
93725,Customer_93725,Atlanta,OH,2023-09-21,Standard
93726,Customer_93726,Charlotte,TX,2023-09-16,Standard
93727,Customer_93727,Seattle,TX,2023-12-02,VIP
93728,Customer_93728,Seattle,GA,2022-07-21,Standard
93729,Customer_93729,Atlanta,WA,2022-12-06,Standard
93730,Customer_93730,Chicago,OH,2022-06-17,VIP
93731,Customer_93731,Los Angeles,OH,2023-01-09,VIP
93732,Customer_93732,Detroit,WA,2022-03-15,VIP
93733,Customer_93733,Charlotte,TX,2022-06-08,Premium
93734,Customer_93734,Houston,WA,2022-01-01,Standard
93735,Customer_93735,Columbus,MI,2023-09-25,Standard
93736,Customer_93736,Seattle,IL,2023-06-28,Premium
93737,Customer_93737,Miami,TX,2023-04-10,Standard
93738,Customer_93738,Columbus,WA,2023-01-02,Premium
93739,Customer_93739,Charlotte,IL,2022-12-15,Standard
93740,Customer_93740,Miami,NY,2022-11-16,VIP
93741,Customer_93741,Seattle,MI,2023-02-14,VIP
93742,Customer_93742,Houston,MI,2023-05-26,Standard
93743,Customer_93743,Houston,TX,2022-02-27,Standard
93744,Customer_93744,Columbus,GA,2022-01-11,Premium
93745,Customer_93745,Charlotte,IL,2022-10-21,Standard
93746,Customer_93746,Chicago,TX,2023-05-02,Standard
93747,Customer_93747,Houston,GA,2022-12-29,Standard
93748,Customer_93748,Seattle,MI,2023-12-01,VIP
93749,Customer_93749,Atlanta,WA,2023-07-15,Standard
93750,Customer_93750,Miami,IL,2023-04-16,Premium
93751,Customer_93751,Columbus,OH,2022-02-14,Premium
93752,Customer_93752,Columbus,OH,2022-04-12,VIP
93753,Customer_93753,Chicago,CA,2022-05-16,VIP
93754,Customer_93754,Detroit,WA,2023-06-16,VIP
93755,Customer_93755,New York,IL,2022-01-20,Standard
93756,Customer_93756,Miami,MI,2023-07-30,VIP
93757,Customer_93757,Chicago,GA,2023-04-15,Premium
93758,Customer_93758,Houston,CA,2022-02-03,Premium
93759,Customer_93759,Miami,WA,2022-07-16,Standard
93760,Customer_93760,Chicago,NY,2022-10-08,Standard
93761,Customer_93761,Los Angeles,NY,2022-04-13,Premium
93762,Customer_93762,Houston,TX,2022-05-04,VIP
93763,Customer_93763,Charlotte,GA,2023-02-06,Premium
93764,Customer_93764,Charlotte,IL,2022-07-20,VIP
93765,Customer_93765,Charlotte,NC,2023-07-06,Premium
93766,Customer_93766,Charlotte,NY,2023-03-05,Premium
93767,Customer_93767,Charlotte,CA,2022-03-17,Standard
93768,Customer_93768,Miami,WA,2022-02-06,Standard
93769,Customer_93769,Columbus,IL,2022-04-04,Standard
93770,Customer_93770,Los Angeles,TX,2022-01-10,Standard
93771,Customer_93771,Chicago,OH,2023-06-27,Premium
93772,Customer_93772,New York,TX,2022-07-24,Standard
93773,Customer_93773,Detroit,FL,2022-02-24,Standard
93774,Customer_93774,Miami,WA,2022-04-16,Premium
93775,Customer_93775,Charlotte,FL,2023-01-16,Standard
93776,Customer_93776,Chicago,MI,2022-07-18,Standard
93777,Customer_93777,New York,FL,2022-12-18,VIP
93778,Customer_93778,Los Angeles,GA,2023-11-22,Standard
93779,Customer_93779,New York,OH,2023-10-12,Standard
93780,Customer_93780,Detroit,FL,2022-05-22,Standard
93781,Customer_93781,Los Angeles,CA,2023-04-05,VIP
93782,Customer_93782,Houston,CA,2023-07-24,Premium
93783,Customer_93783,Atlanta,GA,2022-01-23,Standard
93784,Customer_93784,Columbus,GA,2022-02-16,Standard
93785,Customer_93785,Los Angeles,MI,2022-12-01,Standard
93786,Customer_93786,Detroit,MI,2023-02-23,Standard
93787,Customer_93787,Houston,MI,2022-02-08,VIP
93788,Customer_93788,Columbus,NC,2023-06-06,VIP
93789,Customer_93789,Chicago,FL,2023-06-30,VIP
93790,Customer_93790,Seattle,NC,2023-02-22,VIP
93791,Customer_93791,Chicago,TX,2022-07-17,VIP
93792,Customer_93792,Atlanta,WA,2023-07-26,Premium
